object_id,raj2000,dej2000,uv,vg,gr,ri,iz
286329665,136.808417,-74.308417,0.44799995,1.2869997,-0.0029993057,0.17399979,-0.06099987
286342116,135.745695,-74.378471,0.36499977,1.5529995,-0.073999405,0.22399902,0.08600044
286344893,134.634292,-74.279236,0.3069992,1.2850018,-0.030000687,0.18099976,0.119999886
286328116,137.958645,-74.287408,0.12199974,1.6809998,-0.055999756,0.23499966,-0.045000076
286328142,137.919863,-74.31829,0.52000046,1.4609995,-0.059000015,0.16699982,-0.015999794
286328389,137.613048,-74.119935,0.1970005,1.3909988,-0.08599949,0.12800026,0.01199913
286344147,134.95587,-74.174878,0.50500107,1.1379995,-0.09300041,0.1789999,-0.01499939
286328376,137.691645,-74.113229,0.29199982,1.3460007,-0.0050001144,0.10700035,0.10399914
286343912,135.223409,-74.11804,0.16399956,1.6980009,-0.11700058,0.22200012,0.0069999695
286342856,135.783847,-74.471102,0.16600037,1.4860001,-0.1779995,0.25899982,-0.062000275
286331391,135.866104,-74.118499,0.4050007,1.5009995,-0.08199978,0.16800022,0.01099968
286330022,136.77746,-73.96807,0.3410015,1.5579996,-0.045000076,0.13199997,0.07800007
286331094,136.333493,-74.120472,0.26799965,1.6500006,-0.013999939,0.21800041,0.10200024
286341304,136.832714,-74.492857,0.36200142,1.1389999,-0.1760006,0.26099968,0.005001068
286330979,135.720989,-73.840637,0.38499928,1.1110001,-0.0030002594,0.1619997,0.025000572
286331768,135.696263,-73.873143,0.40299988,1.5099993,-0.036999702,0.31900024,0.076999664
286328884,136.715132,-74.116223,0.6670017,1.2489986,-0.044999123,0.21399975,0.055000305
286329599,136.615036,-74.159064,0.47500038,1.2880001,-0.07500076,0.11500168,0.027998924
286331013,136.527043,-74.130074,0.23900032,1.2250004,-0.0710001,0.14299965,0.05000019
286331022,136.410159,-74.119438,-0.045999527,1.7449999,-0.019999504,0.19900036,0.034999847
286331068,136.461332,-74.134238,0.43700027,1.2009993,-0.026000023,0.17500019,0.032999992
286331266,136.299381,-74.167483,0.4069996,1.6789999,-0.18599987,0.15799904,0.09200001
286330051,136.781263,-73.860609,0.5059986,1.368001,-0.17800045,0.27900028,-0.015999794
286337224,135.705049,-73.739835,0.44399834,1.479001,-0.08600044,0.23500061,-0.045000076
286337240,135.658673,-73.774248,0.47399902,1.1500006,-0.105000496,0.11800003,-0.001999855
286325232,137.852497,-73.851883,0.8809986,1.1790009,-0.17000008,0.20300007,0.01499939
286325239,137.808859,-73.862523,0.3029995,1.4700003,-0.10599995,0.18699932,0.006000519
286324435,137.802765,-73.8134,0.32799911,1.6270008,-0.14299965,0.3540001,-0.025000572
286235605,137.952109,-74.547114,0.3540001,1.5430002,-0.09899998,0.18699932,0.09800053
286235600,137.97017,-74.544345,0.38299942,1.6049995,-0.0189991,0.17499924,0.010000229
286279582,137.768176,-73.376416,0.41600037,1.9970007,-0.020000458,0.33500004,0.1260004
286284748,137.724555,-73.159009,0.19400024,1.599,-0.108000755,0.2680006,-0.03200054
286355211,132.197263,-74.128159,-0.051000595,1.7620001,-0.17299938,0.2869997,0.022999763
49565536,147.210025,-39.130528,0.16500092,1.1819992,-0.065999985,-0.14900017,-0.048999786
53591788,154.993347,-32.101594,0.09200001,1.0749998,-0.05499935,-0.16700077,0.11300087
311368193,77.405027,-70.819045,0.22100067,1.0570002,-0.9550009,-0.9489994,0.18400002
311441458,74.999967,-70.461424,0.41399956,1.0230007,-1.007,-1.0109997,0.28499985
1141399,337.080483,-39.594434,0.27899933,1.276,-0.11399937,0.5309992,-0.0029993057
286286244,136.680468,-73.085407,0.23900032,1.4589996,-0.054000854,0.29700089,0.048999786
286286257,136.644391,-73.081865,0.66599846,1.6940002,-0.01099968,0.20499992,0.069999695
286284654,137.693661,-73.052406,0.17000008,1.7699986,-0.069999695,0.20000076,-0.006000519
286339343,134.659374,-73.44308,0.828001,1.3330002,-0.07600021,0.19299984,0.06400013
286339178,134.622042,-73.411432,0.53899956,1.0169992,-0.070999146,0.2539997,-0.065999985
286334329,135.67451,-73.329574,-0.13100052,1.632,-0.13599968,0.27199936,0.1060009
286281429,138.291994,-72.9314,0.18100166,1.8189993,-0.029000282,0.32999992,0.017000198
286332629,136.704048,-73.292796,0.5079994,1.4049997,-0.01499939,0.23600006,0.09299946
286335813,134.622561,-72.93543,0.51799965,1.4680004,-0.120999336,0.16499996,0.045999527
286358627,134.072501,-72.942573,0.5739994,1.2320004,-0.0030002594,0.21000004,0.020000458
286358602,134.193752,-72.967087,0.32800102,1.4589996,-0.15499973,0.21399975,0.03900051
286336559,134.636381,-73.041203,0.36899948,1.2479992,-0.11399937,0.21099949,0.0539999
286336522,134.603641,-73.06964,0.43799973,1.4829998,-0.06300068,0.1600008,0.062999725
286336513,134.658667,-73.087483,0.19900131,1.6800003,-0.1800003,0.22599983,-0.057001114
286336669,134.598162,-73.165308,0.44999886,1.2910004,-0.01199913,0.15999985,0.14299965
286336663,134.629143,-73.167325,0.48399925,1.2190018,-0.20300102,0.2159996,0.06400108
286339203,134.594158,-73.285573,0.3789997,1.5170002,-0.0089998245,0.3550005,0.026999474
286336386,134.62511,-73.264398,0.40399933,1.4379997,-0.04699993,0.21000004,0.017000198
286287731,135.985394,-72.921229,0.57499886,1.5100002,-0.10499954,0.17699909,0.09000015
286287907,135.9532,-72.955067,0.41399956,1.323,-0.0010004044,0.17100048,0.083999634
286334924,135.559669,-72.976907,0.33800125,1.191,-0.017000198,0.14999962,0.03999996
286335440,135.072717,-72.968747,0.4640007,1.3709993,-0.1069994,0.18599987,0.087999344
286334944,135.47044,-72.981009,0.45499992,1.0839996,-0.0069999695,0.25699997,0.065999985
286358937,133.737259,-72.954023,0.25,1.9129992,-0.026000023,0.2670002,0.1449995
286358916,133.808519,-72.937472,0.4050007,1.2399998,-0.022999763,0.14299965,0.008000374
286358820,133.981098,-72.96259,0.3899994,1.6539993,-0.027999878,0.28200054,0.04300022
286288418,135.550345,-72.924059,0.29400063,1.7679996,-0.051000595,0.22000027,0.0069999695
286288429,135.504469,-72.921887,0.4030018,1.4579992,-0.11800003,0.2709999,0.019000053
286335346,135.348768,-72.921535,0.47100067,1.3059998,-0.038000107,0.28100014,-0.10299969
286334901,135.66024,-73.051422,0.4300003,1.2479992,-0.2159996,0.15600014,0.09799957
286357673,134.651873,-72.728814,0.51599884,1.4990005,-9.994507E-4,0.21299934,0.09300041
286288222,135.643732,-72.746283,0.5319996,1.1790009,-0.22500038,0.19400024,0.002998352
286288017,135.689231,-72.935443,0.23600006,1.9359999,-0.022999763,0.20499992,0.11199951
286286298,136.534418,-72.961646,0.5979996,1.5140009,-0.04900074,0.23800087,0.016999245
286287472,136.525394,-72.944482,0.56900024,1.1089993,-0.041999817,0.16599941,-0.0030002594
286287476,136.441511,-72.945136,0.1400013,1.7619991,-0.045000076,0.1949997,0.059000015
286287496,136.406612,-72.963193,0.9190006,1.3949995,-0.08899975,0.18599987,0.056999207
286287500,136.39795,-72.967797,0.4869995,1.3040009,-0.15500069,0.3390007,-0.017000198
286287550,136.36167,-72.970165,0.25600052,1.665,-0.065999985,0.15700054,0.08599949
286287579,136.233266,-72.974099,0.45999908,1.6240005,-0.007000923,0.19500065,0.041999817
286285504,136.686305,-72.923048,0.42000008,1.9440002,-0.031999588,0.33199978,0.010000229
286287029,136.503643,-72.913817,0.25799942,1.2940006,-0.1079998,0.17999935,0.06700039
286374099,132.56269,-73.388954,0.22299957,1.7670002,-0.019000053,0.22399998,0.0890007
286375100,132.023661,-73.533697,0.46699905,1.283001,-0.04300022,0.20300007,-0.015000343
286353189,132.284051,-73.53986,0.26799965,1.0980005,-0.012000084,0.19299984,0.0020008087
286286785,136.656861,-72.770226,0.15999985,1.6400003,-0.10099983,0.19299984,0.05700016
286340089,133.615783,-73.240288,0.34700012,1.5939989,-0.14400005,0.26500034,0.017000198
286361425,133.568149,-73.112592,0.6680012,1.2519989,-0.01099968,0.21700001,0.14500046
286361367,133.603958,-73.062253,0.21500015,2.038,-0.037000656,0.29600048,0.06099987
286361455,133.577386,-73.042672,0.072999954,1.4289999,-0.09100056,0.23900032,0.08699989
286284762,137.678988,-73.128832,0.37099838,1.4260006,-0.06199932,0.2329998,0.017000198
286286409,136.691854,-73.148661,0.40600014,1.1730003,-0.08500004,0.09299946,0.034999847
286284998,137.5178,-72.93536,0.46299934,1.335001,-0.029000282,0.16699982,0.052000046
286285066,137.366503,-72.962384,0.3880005,1.1989994,-0.14999962,0.17399979,0.076999664
286281446,138.23718,-72.946333,0.44199944,1.2190008,-0.15999985,0.15999985,-0.0010004044
286281812,137.753727,-72.928765,0.25799942,1.4759998,-0.119000435,0.16800022,0.07600021
286281816,137.700961,-72.909048,0.44000053,1.6419992,-0.20300007,0.23700047,0.022999763
286286283,136.641183,-73.016115,0.6350002,1.2039995,-0.027000427,0.20300007,0.062999725
286340080,133.592882,-73.269618,0.45199966,1.3999996,-0.119000435,0.22200012,0.013999939
286339218,134.602267,-73.316685,0.5400009,1.2929993,-0.07999992,0.23999977,0.03900051
286339204,134.606974,-73.292977,0.28700066,1.2109995,-0.15499973,0.23999977,-0.024000168
286340046,133.580245,-73.205043,0.48800087,1.434,-0.13500023,0.30599976,0.043999672
286340887,133.562347,-73.479954,0.26199913,1.5230007,-0.06499958,0.20899963,0.034999847
286340769,133.554084,-73.330986,0.37199974,1.3720007,-0.1449995,0.17099953,0.09500027
286340745,133.563112,-73.39358,0.48900032,1.428999,-0.05799961,0.1420002,0.10399914
286340733,133.573184,-73.380461,0.33399963,1.6300011,-0.14500046,0.15400028,0.116000175
286340707,133.560909,-73.34617,0.2859993,1.8179998,-0.03999996,0.21600056,0.045999527
286351703,133.419917,-73.55586,0.35199928,1.4170008,-0.045000076,0.24900055,0.037999153
286340604,133.611763,-73.577192,0.31500053,1.4139996,-0.038000107,0.17200089,0.07400036
286363376,132.591989,-72.770705,0.26099968,1.6959991,-0.0049991608,0.36800003,0.05300045
286358741,133.930317,-72.935249,0.4810009,1.3079996,-0.06899929,0.16399956,0.034999847
286364698,131.758276,-72.931668,0.43599892,1.5460005,-0.14299965,0.21999931,0.058000565
286362753,132.576118,-73.245535,0.16399956,1.5620003,-0.062000275,0.26600075,0.10499954
286364330,132.329968,-72.9147,0.17399979,1.5960007,-0.23900032,0.15799904,-0.02199936
286364336,132.303474,-72.92481,0.27799988,1.6900005,-0.08699989,0.26000023,0.041999817
286362247,132.592101,-72.961178,0.5089989,1.625001,-0.05600071,0.25300026,0.059000015
286362254,132.563931,-72.965309,0.45199966,1.46,-0.036999702,0.33399963,-0.00399971
286364350,132.209873,-72.925077,0.2670002,1.4900007,-0.076999664,0.29499912,0.015000343
281104538,141.743272,-70.511266,0.23699951,1.2629995,-0.10099983,0.18200016,0.125
286312558,134.620477,-72.592078,0.546999,1.3610001,-0.09300041,0.20600033,0.020999908
286282540,137.579754,-72.520329,0.34500122,1.6949997,-0.025000572,0.1930008,0.06499958
286358439,133.782094,-72.628176,-0.061998367,1.1119995,-0.033000946,0.25600052,0.048000336
286358510,133.610712,-72.649734,0.5039997,1.1549997,-0.0089998245,0.21700001,-0.01099968
286358518,133.597601,-72.677934,0.38299942,1.1339998,-0.0710001,0.20600033,-0.025000572
286312396,134.649582,-72.539607,0.2839985,1.6140003,-0.07800007,0.22800064,0.065999985
286369861,131.664326,-72.57231,0.15899849,1.585001,-0.09600067,0.19099998,0.09500027
288872408,95.917848,-69.177227,0.3409996,1.328001,-0.9890003,-0.57100105,0.21600151
246803134,201.560912,-78.463353,0.5819998,1.0889997,-0.05099964,0.027999878,-0.0710001
235497722,197.197263,-67.643765,0.7329998,1.4619999,-0.69400024,-0.85499954,0.59000015
314183274,10.365508,-73.785149,0.43899918,1.2380009,-0.47299957,-0.9029999,0.083999634
310172674,83.536051,-74.335242,0.6359997,1.375,-0.9540005,-0.6870003,0.2539997
314353710,12.46501,-73.739292,0.19900131,1.164999,-0.7649994,-0.9829998,-0.20600128
302063779,277.663632,-64.122287,0.38699913,1.1459999,-0.008998871,-0.08400154,0.048999786
315632108,41.341009,-56.595084,0.58399963,1.0700006,-0.05499935,0.07999992,0.15699959
304105605,299.914282,-74.292645,0.736001,1.073,-0.22200012,0.14700031,0.10299969
247684565,260.341482,-75.785201,0.7779999,1.0309992,-0.00799942,0.22099972,-0.08600044
245025975,260.891687,-71.061729,0.45699883,1.0140009,-0.13400078,0.16800022,-0.026999474
243538331,239.47667,-73.675745,0.6329994,1.1639996,-0.01499939,0.32999992,0.115000725
243563641,242.557048,-73.553144,-0.15299988,1.0419998,-1.0820007,1.4619999,-0.21999931
244109273,258.934659,-68.708878,0.60099983,1.0359993,-0.10099983,0.20899963,0.059000015
306033417,346.89531,-68.778445,0.4050007,1.0599995,-0.080999374,-0.10000038,-0.052999496
125523369,295.171528,-38.86695,0.53100014,1.2820005,-0.0069999695,0.3029995,0.19099998
300429861,293.649765,-43.5574,0.55200005,1.1210003,-0.16900063,0.42000008,-0.14799976
299784154,285.484963,-44.165541,0.23900032,1.0009995,-0.07999992,-0.0539999,-0.032999992
125285680,287.534969,-40.093331,0.71699905,1.1690006,-0.18499947,-0.15200043,0.21600056
304475747,348.963537,-81.491535,0.56900024,1.0670004,-0.017999649,0.09999943,0.13500023
63887118,221.595551,-22.167817,0.47999954,1.085001,-0.14500046,0.2470007,-0.031000137
61993281,214.873305,-39.150604,0.7080002,1.4709997,-0.09500027,0.45800018,-0.19900036
7055939,44.294127,-34.666925,0.31000137,1.0099993,-0.05900097,-0.06899834,-0.019001007
136796311,308.080833,-28.932044,0.028999329,1.0250006,-0.019000053,-0.25600052,0.034999847
134186555,287.802344,-27.070207,0.6590004,1.1100006,-0.12700081,0.28600025,-0.09999943
133887350,286.161984,-28.165951,0.7979994,1.0130005,-0.5510006,0.57000065,0.032999992
134805287,291.293557,-25.40825,0.5799999,1.1639996,-0.069999695,0.31200027,-0.017000198
300457740,293.334545,-45.663678,0.6279993,1.0110006,-0.03600025,-0.14900017,0.05799961
120804188,272.876737,-44.840128,0.6019993,1.0010014,-0.31500053,0.28699875,-0.38699913
307865950,328.055527,-57.713343,0.80200005,1.0760002,-0.0189991,-0.26600075,0.006000519
293146392,109.050041,-57.479431,0.37400055,1.0020008,-0.07400131,0.2840004,-0.11599922
313550231,77.707882,-65.491861,0.5099983,1.059001,-1.099,-1.1240005,0.22200012
289107452,95.269659,-66.133552,0.49499893,1.0320005,-0.73099995,-0.79100037,0.036001205
288740434,102.829706,-67.994394,0.3220005,1.0299988,-0.06499863,0.081998825,-0.15799904
283577599,136.58983,-61.036175,0.46099854,1.2700005,-0.10899925,0.1630001,0.09499931
188518445,190.571129,-50.797963,0.28899956,1.276001,-0.029001236,0.5340004,0.08699989
133838320,284.757667,-27.85568,0.39699936,1.1920004,-0.010000229,0.33899975,-0.07599926
295315065,274.958065,-46.297036,0.56500053,1.0009995,-0.052000046,-0.07600021,-0.11599922
295149058,273.636743,-47.484436,0.43100166,1.1539993,-0.023000717,0.51500034,-0.09899998
9475069,38.340058,-1.918076,0.22599983,1.191,-0.020999908,0.14799881,0.026000977
249716172,168.69358,-48.874952,0.21699905,1.2919998,-0.45800018,0.19099998,0.23400116
273922154,125.167492,-46.382995,0.74300003,1.1310005,-0.38400078,-0.23099995,0.3210001
290424443,120.615538,-48.974661,0.2519989,1.2840004,-0.30799866,0.98399925,0.13500023
292894862,107.461006,-45.758152,0.2709999,1.0149994,-0.037000656,-0.042999268,-0.030000687
317123636,65.677712,-45.508163,1.1459999,1.0130005,-0.06800079,0.3260002,0.3210001
252814626,171.004445,-52.855426,0.31099987,1.1040001,-0.9180002,-0.94799995,0.022001266
188636399,190.688461,-52.415451,0.9049988,1.0410004,-0.048000336,0.27400017,0.17700005
316881691,58.025908,-53.013729,0.7349987,1.0510006,-0.09399986,0.083999634,0.18100071
268229597,138.407538,-37.469203,0.4640007,1.1109991,-0.041999817,0.26000023,0.027999878
314258457,10.752279,-72.969534,0.66799927,1.2530003,-0.39699936,0.20400047,-0.28900146
239298572,182.367186,-72.216721,0.17399979,1.0049992,-0.0030002594,0.08100128,-0.1630001
288412307,102.041055,-74.799568,0.43700027,1.0109997,-0.030000687,0.3560009,-0.020000458
309856004,18.335409,-75.377185,0.75,1.3589993,-0.13999939,-0.045999527,0.020999908
288418948,99.011432,-75.300233,0.21300125,1.1269989,-0.01199913,0.3959999,0.012999535
314546856,16.001311,-72.233345,1.1570005,1.0450001,-0.09400082,0.3970003,0.06700039
314269355,10.340269,-72.754647,0.26200104,1.0449991,-0.8499994,-0.88899994,0.36400032
313770680,52.893298,-70.993906,-0.34800148,1.5180016,-0.07900047,0.03299904,0.2850008
884210,330.30803,-29.966881,0.16800117,1.0649986,-0.11899948,-0.047000885,-0.10899925
188227,323.020909,-33.089305,0.789999,1.4280014,-0.1230011,-0.28899956,0.14299965
307106212,324.34621,-47.529107,0.4639988,1.0380001,-0.01099968,-0.032999992,0.032999992
304080943,339.08185,-83.957126,0.3880005,1.2399998,-0.14599991,0.6879997,-0.020999908
219271920,245.865406,-59.24127,0.80800056,1.0740004,-0.8649998,0.57800007,0.123000145
300650824,296.122275,-47.993956,0.3369999,1.0349998,-0.053001404,-0.091999054,-0.22599983
305138437,323.115249,-65.696101,0.18600082,1.1739998,-0.12800026,-0.024000168,-0.26099968
302524216,279.410856,-75.737447,0.4489994,1.0819998,-0.00399971,0.38899994,0.17000008
242235653,240.422112,-67.37437,0.73800087,1.6759996,-0.008000374,2.3690004,1.2110004
244677652,255.321822,-70.100888,0.39799976,1.0880003,-0.9609995,-0.9900007,0.31000042
306130835,351.442851,-63.663952,0.69600105,1.2599993,-0.26200008,0.07999992,-0.07899952
308435906,348.273533,-57.372253,0.18600082,1.2679996,-0.072999954,-0.2670002,0.29599953
314718309,12.984744,-71.412329,0.36700058,1.0790005,-0.91600037,-1.0179996,0.044000626
314580065,17.51599,-72.614627,0.4840002,2.5279999,-1.2950001,1.4169998,1.0279999
315228035,26.025209,-62.504021,0.69400024,1.1800003,-0.084999084,-0.5610008,0.15500069
312146200,87.904448,-67.154981,0.84900093,1.3859997,-0.19599915,0.27499866,0.24800014
288768157,100.352333,-67.024896,0.0,1.2889996,-0.7749996,-0.7290001,0.14599991
312471784,82.514411,-67.556877,-0.2159996,1.7999992,-0.30099964,0.47099972,-0.32899952
317755292,1.630847,-52.586222,0.35900116,1.0939999,-0.09300041,0.13199997,0.016000748
67510301,220.786485,-9.954721,0.41900063,1.46,-0.37900066,1.0360003,0.06499958
296589202,280.850486,-46.244662,0.30900002,1.1170006,-0.011001587,0.31000137,0.042999268
67657894,223.820343,-5.5395,0.34500122,1.0479994,-0.06700039,0.23900032,-0.13399982
63860227,223.227832,-23.529493,0.5319996,1.0159998,-0.09000015,0.14400005,-0.043999672
21379154,106.134766,-27.660306,-0.11400032,1.5410004,-0.1760006,0.08700085,0.024999619
31341745,91.1651,-22.300081,0.29100037,1.033001,-0.19200134,0.5880003,-0.026000023
31346416,91.985234,-22.909152,0.3789997,1.0679998,-0.13299942,0.4790001,0.06400013
31346611,92.078883,-22.914784,0.34000015,1.0650005,-0.11400032,0.5209999,0.008000374
31346639,92.087939,-22.884699,0.29100037,1.3319988,-0.048999786,0.61100006,0.052000046
31346670,92.12585,-22.88734,0.5130005,1.1959991,-0.0069999695,0.6090002,0.048999786
31346676,92.132929,-22.87434,0.37800026,1.4650002,-0.0539999,0.6079998,0.06799984
31352700,92.088733,-22.827112,0.24200058,1.0009995,-0.115000725,0.51100063,-0.020000458
31341768,91.270989,-22.384206,0.29800034,1.2080002,-0.020000458,0.2519989,0.10900116
31341710,91.137982,-22.358633,0.2140007,1.3309994,-0.09499931,0.6569996,0.07400036
31342117,91.13124,-22.278692,0.34899902,1.1230001,-0.123999596,0.49100018,0.0
31821106,98.199411,-21.6437,0.055000305,1.0690002,-0.031999588,0.031000137,-0.06400108
288843739,99.39314,-63.431536,0.62199974,1.0410004,-0.13399887,0.20199966,-0.23500061
767412,324.930522,-30.894109,0.71100044,1.0690002,-0.1789999,-0.021000862,-0.019999504
294945145,273.133284,-46.207723,0.45199966,1.1529999,-0.11000061,0.22300053,0.020999908
318271234,39.805672,-49.606742,0.53899956,1.1199999,-0.2869997,0.08500004,0.019999504
301282937,300.566867,-58.312688,0.40099907,1.0540009,-0.062999725,0.078998566,0.031000137
298414626,274.724511,-59.490141,0.3050003,1.2229996,-0.017999649,0.27299976,-0.09699917
5914938,355.98054,-4.051058,0.45099926,1.0980005,-0.15400028,0.041000366,-0.19200039
21365009,107.193338,-28.169599,0.099998474,1.1400013,-0.009000778,-0.0019989014,-0.14100075
18754611,101.437625,-34.101646,0.26399994,1.3830004,-0.10599995,0.62800026,0.05700016
178480046,233.623725,-39.623381,0.57100105,1.1989994,-0.11000061,0.23700047,0.15700054
179153004,226.557199,-42.999024,0.6930008,1.1589994,-0.9619999,-0.8669996,0.1420002
182354675,216.659133,-47.945092,-0.41500092,1.5350018,-0.18500137,0.13500023,0.18800068
171174177,301.443035,-15.93045,0.76399994,1.0489998,-0.066999435,0.56799984,0.0710001
