850.1584 0.221605
850.3545 0.0723181
850.5501 0.079181
850.7462 0.0364344
850.9420 0.0827732
851.1377 0.142127
851.3340 0.118566
851.5298 0.0798818
851.7262 0.124636
851.9221 0.0730349
852.1185 0.111083
852.3146 0.136264
852.5107 0.0541924
852.7073 0.0452498
852.9034 0.116079
853.1001 0.114112
853.2964 0.121841
853.4932 0.0759294
853.6895 0.0941749
853.8864 0.105693
854.0828 0.115845
854.2792 0.115079
854.4763 0.123917
854.6728 0.104198
854.8699 0.0808232
855.0665 0.0861665
855.2637 0.107248
855.4605 0.160008
855.6573 0.136144
855.8546 0.160635
856.0515 0.0962298
856.2489 0.145775
856.4459 0.165039
856.6434 0.0925228
856.8405 0.119981
857.0375 0.0996681
857.2352 0.125665
857.4324 0.0872997
857.6301 0.108655
857.8274 0.0803532
858.0252 0.105963
858.2226 0.0898448
858.4200 0.129431
858.6180 0.0936203
858.8155 0.0909704
859.0135 0.108038
859.2112 0.103213
859.4093 0.0884707
859.6070 0.076728
859.8047 0.135137
860.0031 0.115881
860.2009 0.108082
860.3992 0.099367
860.5972 0.131331
860.7956 0.115034
860.9937 0.0925749
861.1917 0.154787
861.3903 0.153449
861.5884 0.126583
861.7871 0.0793072
861.9854 0.144847
862.1842 0.0943315
862.3825 0.153429
862.5814 0.174767
862.7798 0.154324
862.9783 0.128671
863.1773 0.126282
863.3759 0.143272
863.5750 0.106059
863.7736 0.0863145
863.9728 0.104352
864.1716 0.150172
864.3704 0.188204
864.5697 0.156103
864.7686 0.103084
864.9680 0.138344
865.1670 0.120182
865.3665 0.138894
865.5656 0.139567
865.7646 0.11451
865.9644 0.115342
866.1636 0.140583
866.3633 0.0824486
866.5626 0.142468
866.7624 0.120372
866.9618 0.0541099
867.1613 0.13196
867.3612 0.217227
867.5607 0.128923
867.7608 0.100258
867.9604 0.123315
868.1606 0.123186
868.3603 0.150471
868.5601 0.15031
868.7604 0.144598
868.9602 0.144016
869.1606 0.168721
869.3605 0.20615
869.5610 0.125846
869.7610 0.138706
869.9611 0.13657
870.1617 0.0972994
870.3619 0.160021
870.5626 0.144848
870.7629 0.150279
870.9637 0.21194
871.1641 0.14571
871.3645 0.129525
871.5654 0.0913734
871.7659 0.149809
871.9669 0.146088
872.1675 0.138335
872.3687 0.128507
872.5693 0.159007
872.7701 0.155274
872.9713 0.196093
873.1722 0.165729
873.3735 0.145297
873.5745 0.140807
873.7759 0.131393
873.9769 0.160233
874.1780 0.192502
874.3795 0.173144
874.5807 0.185644
874.7823 0.219781
874.9836 0.149488
875.1854 0.165585
875.3867 0.179688
875.5881 0.218311
875.7900 0.183049
875.9915 0.140923
876.1935 0.165533
876.3950 0.214519
876.5972 0.184064
876.7988 0.144484
877.0005 0.20562
877.2028 0.184697
877.4045 0.183327
877.6069 0.198411
877.8087 0.177601
878.0112 0.169553
878.2131 0.170953
878.4152 0.187684
878.6177 0.143417
878.8199 0.158574
879.0225 0.173949
879.2247 0.217268
879.4275 0.223365
879.6298 0.224497
879.8322 0.189062
880.0350 0.154632
880.2375 0.182982
880.4405 0.198512
880.6430 0.157602
880.8461 0.15766
881.0487 0.201207
881.2514 0.178357
881.4547 0.234141
881.6574 0.218017
881.8607 0.146836
882.0636 0.196595
882.2670 0.195014
882.4700 0.178381
882.6730 0.197752
882.8765 0.20334
883.0796 0.205966
883.2833 0.227738
883.4865 0.205306
883.6902 0.206168
883.8934 0.238283
884.0968 0.198411
884.3007 0.200918
884.5041 0.266652
884.7081 0.231723
884.9116 0.268153
885.1157 0.247917
885.3193 0.18371
885.5234 0.222463
885.7272 0.236561
885.9309 0.249174
886.1352 0.267808
886.3391 0.285533
886.5435 0.182342
886.7474 0.210856
886.9519 0.210603
887.1559 0.257928
887.3600 0.218526
887.5646 0.231087
887.7688 0.23508
887.9735 0.259138
888.1778 0.237092
888.3826 0.238538
888.5870 0.237062
888.7914 0.254709
888.9963 0.256479
889.2009 0.260279
889.4059 0.269788
889.6105 0.256594
889.8157 0.269432
890.0204 0.315282
890.2251 0.280282
890.4304 0.261805
890.6353 0.294225
890.8406 0.250956
891.0455 0.225979
891.2510 0.264534
891.4561 0.294224
891.6611 0.286279
891.8668 0.271254
892.0719 0.301094
892.2776 0.292135
892.4829 0.312309
892.6887 0.304067
892.8940 0.31917
893.0995 0.289909
893.3054 0.31168
893.5109 0.288259
893.7170 0.288246
893.9226 0.275353
894.1287 0.32229
894.3344 0.314962
894.5406 0.306577
894.7465 0.331582
894.9523 0.328026
895.1586 0.307945
895.3646 0.236064
895.5710 0.266434
895.7771 0.340929
895.9836 0.2818
896.1898 0.361128
896.3959 0.370028
896.6026 0.353599
896.8089 0.33929
897.0157 0.370213
897.2220 0.287437
897.4290 0.333076
897.6354 0.339663
897.8419 0.310569
898.0490 0.307084
898.2555 0.35814
898.4626 0.378021
898.6693 0.332444
898.8766 0.332182
899.0834 0.321951
899.2902 0.324701
899.4976 0.310784
899.7045 0.323205
899.9120 0.31875
900.1190 0.327167
900.3265 0.329805
900.5337 0.361202
900.7408 0.371675
900.9485 0.359654
901.1558 0.292139
901.3636 0.341505
901.5710 0.35279
901.7789 0.356158
901.9863 0.374622
902.1938 0.32915
902.4019 0.383554
902.6095 0.395298
902.8176 0.368404
903.0253 0.41352
903.2335 0.40658
903.4413 0.380655
903.6492 0.37264
903.8575 0.408669
904.0655 0.416264
904.2739 0.389682
904.4820 0.376988
904.6906 0.384327
904.8987 0.354917
905.1068 0.427682
905.3156 0.402306
905.5238 0.37084
905.7327 0.423364
905.9410 0.453749
906.1499 0.427805
906.3584 0.395554
906.5669 0.422967
906.7759 0.368556
906.9845 0.36145
907.1937 0.441389
907.4023 0.408549
907.6116 0.421697
907.8204 0.42651
908.0292 0.42881
908.2386 0.417297
908.4476 0.430255
908.6571 0.425502
908.8661 0.412356
909.0757 0.396128
909.2848 0.382921
909.4940 0.420615
909.7037 0.400724
909.9130 0.407927
910.1228 0.480143
910.3322 0.45364
910.5421 0.454456
910.7516 0.4532
910.9611 0.427705
911.1711 0.454689
911.3808 0.468825
911.5909 0.452591
911.8007 0.455491
912.0109 0.533846
912.2207 0.47235
912.4306 0.429783
912.6410 0.414303
912.8510 0.43086
913.0614 0.419239
913.2715 0.47997
913.4821 0.466642
913.6923 0.471213
913.9024 0.504224
914.1132 0.544827
914.3235 0.511985
914.5343 0.466929
914.7447 0.485291
914.9556 0.466496
915.1661 0.480574
915.3766 0.483658
915.5877 0.503862
915.7983 0.512012
916.0095 0.540446
916.2203 0.505751
916.4315 0.565951
916.6424 0.544757
916.8533 0.533565
917.0646 0.518803
917.2756 0.526726
917.4872 0.543464
917.6982 0.518641
917.9099 0.533994
918.1210 0.517618
918.3327 0.551016
918.5440 0.540847
918.7553 0.522183
918.9672 0.528703
919.1786 0.509183
919.3905 0.511458
919.6021 0.505979
919.8141 0.542
920.0257 0.559761
920.2374 0.508794
920.4495 0.525871
920.6613 0.542294
920.8736 0.5255
921.0854 0.537594
921.2979 0.555985
921.5098 0.562421
921.7218 0.541756
921.9343 0.572173
922.1464 0.575537
922.3591 0.54234
922.5712 0.560066
922.7840 0.574832
922.9963 0.579711
923.2086 0.537569
923.4215 0.542865
923.6339 0.59275
923.8469 0.552638
924.0594 0.551802
924.2725 0.570357
924.4852 0.570529
924.6978 0.568224
924.9111 0.586339
925.1238 0.584744
925.3372 0.575274
925.5500 0.59436
925.7635 0.555205
925.9764 0.554462
926.1895 0.636556
926.4031 0.627696
926.6161 0.620153
926.8298 0.624595
927.0430 0.681418
927.2568 0.632979
927.4702 0.619583
927.6840 0.638298
927.8975 0.620416
928.1109 0.620801
928.3249 0.647093
928.5385 0.644111
928.7526 0.612699
928.9662 0.632984
929.1805 0.616442
929.3942 0.614032
929.6080 0.621957
929.8224 0.644213
930.0363 0.641103
930.2507 0.706506
930.4648 0.668954
930.6793 0.647537
930.8934 0.643047
931.1076 0.663794
931.3223 0.650958
931.5366 0.618459
931.7513 0.63735
931.9657 0.633415
932.1806 0.674618
932.3951 0.637471
932.6096 0.640024
932.8246 0.668601
933.0392 0.665497
933.2544 0.671405
933.4691 0.666516
933.6843 0.672869
933.8991 0.662877
934.1140 0.636152
934.3293 0.667228
934.5443 0.695584
934.7598 0.718604
934.9749 0.709331
935.1904 0.679828
935.4056 0.646006
935.6208 0.670344
935.8365 0.639253
936.0518 0.649497
936.2676 0.675322
936.4830 0.664906
936.6990 0.655586
936.9145 0.668057
937.1300 0.613687
937.3461 0.682874
937.5618 0.657854
937.7780 0.66049
937.9937 0.654422
938.2100 0.658739
938.4258 0.668299
938.6417 0.698362
938.8582 0.671725
939.0742 0.682724
939.2907 0.664943
939.5068 0.663352
939.7234 0.675458
939.9396 0.635029
940.1558 0.683312
940.3726 0.69916
940.5890 0.696351
940.8058 0.672116
941.0223 0.717135
941.2393 0.718591
941.4558 0.703005
941.6724 0.728174
941.8895 0.734849
942.1062 0.735118
942.3235 0.688339
942.5403 0.709777
942.7576 0.701761
942.9745 0.713847
943.1914 0.704251
943.4089 0.736207
943.6259 0.726465
943.8435 0.69069
944.0607 0.686046
944.2784 0.67389
944.4956 0.655748
944.7129 0.717255
944.9307 0.739705
945.1481 0.735907
945.3661 0.717436
945.5836 0.690685
945.8016 0.663956
946.0192 0.664849
946.2368 0.698407
946.4550 0.6766
946.6727 0.695432
946.8911 0.718147
947.1089 0.679579
947.3273 0.695102
947.5452 0.700729
947.7632 0.680244
947.9817 0.716116
948.1998 0.706518
948.4185 0.686735
948.6367 0.709587
948.8554 0.68184
949.0737 0.720193
949.2920 0.693183
949.5109 0.68339
949.7294 0.714545
949.9484 0.724719
950.1669 0.704938
950.3860 0.687825
950.6046 0.697255
950.8233 0.689059
951.0426 0.686684
951.2614 0.664831
951.4807 0.702522
951.6996 0.668946
951.9191 0.704047
952.1381 0.691215
952.3576 0.682735
952.5767 0.697237
952.7958 0.710487
953.0156 0.708042
953.2348 0.706386
953.4546 0.70664
953.6740 0.656394
953.8939 0.695319
954.1133 0.691196
954.3328 0.680638
954.5529 0.702285
954.7725 0.6835
954.9926 0.679982
955.2123 0.693263
955.4326 0.66146
955.6524 0.683786
955.8723 0.675814
956.0927 0.715349
956.3126 0.726573
956.5331 0.689298
956.7532 0.718015
956.9738 0.702434
957.1940 0.698464
957.4142 0.718877
957.6349 0.689108
957.8552 0.687648
958.0761 0.731261
958.2965 0.699854
958.5175 0.692728
958.7380 0.672242
958.9586 0.645643
959.1797 0.69086
959.4003 0.673338
959.6216 0.653434
959.8423 0.691191
960.0637 0.660774
960.2845 0.634981
960.5055 0.67118
960.7269 0.693444
960.9479 0.730836
961.1696 0.700357
961.3907 0.70788
961.6124 0.694089
961.8336 0.701608
962.0554 0.718953
962.2767 0.71695
962.4980 0.7022
962.7200 0.697605
962.9415 0.723009
963.1636 0.716254
963.3851 0.708687
963.6073 0.707269
963.8290 0.710085
964.0507 0.742758
964.2730 0.744759
964.4948 0.718366
964.7172 0.686905
964.9391 0.688303
965.1617 0.715809
965.3837 0.72808
965.6058 0.727974
965.8284 0.700578
966.0507 0.756386
966.2734 0.737222
966.4957 0.713658
966.7186 0.707394
966.9410 0.725487
967.1634 0.742889
967.3864 0.760224
967.6090 0.768297
967.8321 0.748895
968.0547 0.726492
968.2780 0.768278
968.5007 0.718595
968.7236 0.775627
968.9469 0.767125
969.1699 0.734949
969.3933 0.726521
969.6163 0.774988
969.8399 0.766659
970.0630 0.74215
970.2862 0.732541
970.5099 0.764845
970.7332 0.76078
970.9570 0.765195
971.1804 0.814911
971.4044 0.803841
971.6279 0.772819
971.8514 0.800397
972.0755 0.823933
972.2991 0.794532
972.5233 0.829914
972.7470 0.835968
972.9714 0.824801
973.1952 0.83676
973.4191 0.840935
973.6436 0.823246
973.8675 0.849918
974.0921 0.857255
974.3162 0.846337
974.5408 0.819408
974.7650 0.828466
974.9893 0.83947
975.2141 0.853189
975.4385 0.839212
975.6634 0.809636
975.8878 0.851784
976.1129 0.876378
976.3375 0.84826
976.5621 0.833049
976.7872 0.861422
977.0120 0.864908
977.2372 0.85931
977.4620 0.879467
977.6874 0.894254
977.9124 0.841658
978.1373 0.813622
978.3629 0.839746
978.5880 0.850921
978.8136 0.843186
979.0388 0.830501
979.2646 0.807951
979.4899 0.846502
979.7151 0.840286
979.9411 0.829529
980.1665 0.828746
980.3926 0.831139
980.6181 0.856124
980.8442 0.84545
981.0699 0.861272
981.2955 0.863983
981.5219 0.831044
981.7476 0.854212
981.9740 0.852556
982.2000 0.827829
982.4264 0.847423
982.6524 0.857612
982.8785 0.846088
983.1051 0.85293
983.3313 0.844409
983.5580 0.838053
983.7843 0.816197
984.0112 0.853733
984.2375 0.851019
984.4640 0.84675
984.6910 0.847473
984.9175 0.86036
985.1447 0.896896
985.3713 0.916919
985.5985 0.906786
985.8252 0.883841
986.0520 0.875753
986.2794 0.8808
986.5063 0.902546
986.7338 0.911307
986.9608 0.911061
987.1884 0.918645
987.4155 0.879282
987.6431 0.86371
987.8704 0.908474
988.0976 0.86581
988.3254 0.840981
988.5529 0.873289
988.7808 0.861654
989.0082 0.889903
989.2363 0.90238
989.4639 0.865113
989.6915 0.907773
989.9197 0.924227
990.1475 0.926235
990.3758 0.923537
990.6036 0.895182
990.8320 0.868426
991.0600 0.873798
991.2880 0.86404
991.5166 0.827684
991.7447 0.83141
991.9734 0.854516
992.2016 0.847858
992.4304 0.826504
992.6587 0.832613
992.8870 0.820323
993.1160 0.849865
993.3445 0.842124
993.5735 0.838022
993.8021 0.824282
994.0313 0.816486
994.2599 0.830547
994.4886 0.799683
994.7180 0.801635
994.9468 0.799797
995.1763 0.823547
995.4052 0.812536
995.6348 0.837528
995.8638 0.843116
996.0929 0.829242
996.3226 0.830069
996.5518 0.827591
996.7816 0.789646
997.0109 0.834256
997.2408 0.806403
997.4702 0.791157
997.7003 0.824838
997.9297 0.801446
998.1593 0.818155
998.3895 0.800151
998.6192 0.770881
