   1000.000      0.4508025      0.8280160             217
   1000.230      0.4698761      0.8312212             218
   1000.461      0.4247368      0.8379643             218
   1000.691      0.4188327      0.8552694             219
   1000.922      0.4927268      0.9180794             221
   1001.152      0.4454278      0.8741602             220
   1001.382      0.5148389      0.8776503             223
   1001.613      0.4798127      0.8298083             224
   1001.844      0.4503023      0.8390579             224
   1002.075      0.4777707      0.8474417             225
   1002.305      0.4491763      0.8871543             226
   1002.536      0.5413897      0.8540471             227
   1002.767      0.5562339      0.8320341             231
   1002.997      0.4278558      0.7931538             231
   1003.229      0.5106875      0.8444584             232
   1003.460      0.5813502      0.8207947             233
   1003.691      0.4746943      0.8842397             233
   1003.922      0.4751826      0.7996153             234
   1004.153      0.5097025      0.7549453             234
   1004.384      0.4438640      0.8201863             236
   1004.615      0.5100915      0.7596042             237
   1004.847      0.4788240      0.8379467             238
   1005.078      0.4746307      0.9082521             241
   1005.310      0.3920957      0.8358542             242
   1005.541      0.4398771      0.8034527             244
   1005.773      0.4829467      0.7944236             244
   1006.005      0.4410853      0.7751079             247
   1006.236      0.4661751      0.7168432             247
   1006.468      0.4695758      0.8057438             248
   1006.700      0.5082335      0.7675441             248
   1006.932      0.5045596      0.8284826             249
   1007.163      0.4213603      0.7423144             249
   1007.396      0.3981250      0.7910374             251
   1007.627      0.3975728      0.8492732             251
   1007.859      0.4251640      0.8340781             251
   1008.092      0.4131940      0.8087077             253
   1008.323      0.4407621      0.8676305             253
   1008.556      0.3651709      0.8393836             254
   1008.788      0.3895416      0.8900545             255
   1009.021      0.4638548      0.8165853             257
   1009.253      0.3751633      0.7827415             257
   1009.485      0.5006713      0.8415223             258
   1009.718      0.3652334      0.9328864             258
   1009.950      0.3268583      0.7876154             259
   1010.183      0.3322080      0.7984345             259
   1010.415      0.3943581      0.8969297             259
   1010.648      0.4610228      0.8527490             261
   1010.881      0.4185697      0.7662575             261
   1011.113      0.4870911      0.7829185             262
   1011.346      0.4323913      0.8607885             261
   1011.579      0.5515356      0.8335022             263
   1011.812      0.4280872      0.8721985             263
   1012.045      0.4780196      0.9093314             264
   1012.279      0.5131540      0.8192114             266
   1012.511      0.4980221      0.8796881             266
   1012.744      0.5284486      0.7946454             266
   1012.978      0.5624444      0.8779649             266
   1013.211      0.4875676      0.7777919             267
   1013.445      0.5285604      0.8984571             269
   1013.678      0.4727196      0.9342847             271
   1013.911      0.5703917      0.8590525             274
   1014.145      0.5051581      0.8960001             275
   1014.378      0.4503201      0.8136035             278
   1014.612      0.5528934      0.8522556             280
   1014.845      0.5170331      0.8657790             280
   1015.079      0.4643575       1.037850             281
   1015.313      0.4990827      0.9842063             282
   1015.547      0.4992349      0.9480461             281
   1015.781      0.5257047      0.8736787             282
   1016.014      0.5705380      0.9209694             284
   1016.249      0.4609315      0.9294639             286
   1016.482      0.5186741      0.9043558             286
   1016.717      0.5175491      0.9281520             287
   1016.951      0.5946449      0.9733697             286
   1017.185      0.6252934      0.9419335             289
   1017.419      0.5724161      0.9328803             291
   1017.653      0.5877315      0.8970181             290
   1017.888      0.5419626      0.9500251             291
   1018.122      0.6013952      0.9028383             292
   1018.357      0.6049639      0.9817373             292
   1018.591      0.6288952      0.9780481             292
   1018.826      0.6279531      0.9533377             292
   1019.060      0.6309633       1.018591             292
   1019.295      0.6292824      0.9564208             295
   1019.530      0.6200801      0.9691629             296
   1019.764      0.5809544       1.014909             297
   1020.000      0.5861126      0.9888740             299
   1020.234      0.6490769      0.9591177             299
   1020.469      0.7277191       1.017065             299
   1020.704      0.7085387       1.008480             301
   1020.939      0.7867095      0.9859105             301
   1021.174      0.7873642      0.9116778             302
   1021.409      0.7835996       1.024035             303
   1021.645      0.8850343      0.9327194             303
   1021.880      0.6935865       1.056724             303
   1022.116      0.8080650       1.053630             303
   1022.351      0.8134686       1.099369             305
   1022.586      0.8454188       1.011156             306
   1022.822      0.8337235      0.9825569             311
   1023.057      0.7892466      0.9887393             312
   1023.293      0.9066050       1.001251             313
   1023.528      0.8850295       1.013945             314
   1023.764      0.8110186      0.9826705             314
   1024.000      0.8427298       1.038804             315
   1024.236      0.9157938       1.046519             315
   1024.472      0.8786747       1.032342             316
   1024.707      0.8153899       1.015118             317
   1024.944      0.8918579       1.014017             317
   1025.179       1.010311       1.050480             319
   1025.416      0.8472275       1.094906             320
   1025.652      0.9076309       1.109420             322
   1025.888      0.8896187       1.061970             325
   1026.124      0.9502461       1.077261             325
   1026.360      0.9298500       1.090450             326
   1026.597       1.060054       1.082450             326
   1026.833      0.9102614       1.141132             327
   1027.070      0.9282092       1.047427             328
   1027.306       1.044350       1.009427             328
   1027.543       1.127496       1.129025             328
   1027.780       1.040735       1.170821             329
   1028.016       1.054872       1.139221             329
   1028.253       1.163524       1.108867             331
   1028.490       1.198241       1.073259             331
   1028.727       1.213633       1.144247             331
   1028.963       1.259446       1.111622             331
   1029.201       1.282782       1.121112             331
   1029.437       1.209192       1.191847             331
   1029.674       1.297830       1.136000             333
   1029.912       1.398397       1.081298             334
   1030.149       1.308611       1.117007             334
   1030.386       1.352453       1.073499             335
   1030.623       1.366000       1.119826             336
   1030.861       1.241538       1.142538             337
   1031.098       1.280796       1.086277             337
   1031.335       1.322574       1.171702             339
   1031.573       1.415272       1.216988             340
   1031.810       1.509470       1.188284             342
   1032.048       1.414788       1.208649             342
   1032.286       1.425851       1.158503             342
   1032.524       1.424628       1.210145             342
   1032.761       1.439299       1.150715             343
   1032.999       1.471566       1.128959             343
   1033.237       1.516715       1.116090             345
   1033.475       1.533184       1.083897             345
   1033.713       1.484336       1.102218             347
   1033.951       1.477454       1.148777             348
   1034.189       1.436973       1.109453             348
   1034.427       1.487331       1.111999             349
   1034.666       1.474480       1.142631             349
   1034.904       1.419528       1.132385             351
   1035.142       1.522368       1.146398             352
   1035.380       1.539446       1.176643             352
   1035.619       1.512463       1.122871             352
   1035.858       1.512449       1.139211             352
   1036.096       1.412783       1.032143             353
   1036.335       1.475560       1.037118             353
   1036.573       1.421585       1.008979             353
   1036.812       1.457250       1.020487             355
   1037.051       1.461042      0.9793504             356
   1037.289       1.352115      0.9805751             356
   1037.528       1.344029      0.9310932             356
   1037.767       1.373791       1.021812             358
   1038.006       1.353710      0.9393097             358
   1038.245       1.328386      0.9772410             358
   1038.484       1.269962      0.8818917             358
   1038.724       1.333722      0.9455482             358
   1038.963       1.340410      0.9025279             361
   1039.202       1.215659      0.8497594             360
   1039.441       1.174238      0.9488426             363
   1039.681       1.224168      0.8834864             365
   1039.920       1.245149      0.7858114             366
   1040.159       1.254261      0.8618357             366
   1040.399       1.242085      0.8425159             366
   1040.639       1.194399      0.8731641             369
   1040.878       1.243687      0.9049657             370
   1041.118       1.248619      0.8488593             370
   1041.358       1.166562      0.8735197             370
   1041.598       1.119639      0.8164984             370
   1041.837       1.133679      0.7828847             371
   1042.077       1.131965      0.8309565             371
   1042.317       1.147810      0.7953337             372
   1042.557       1.222356      0.8085830             372
   1042.797       1.111647      0.8534697             372
   1043.038       1.092607      0.8076238             372
   1043.278       1.108767      0.8076160             373
   1043.518       1.100507      0.7855771             373
   1043.758       1.115307      0.7799620             375
   1043.999       1.156995      0.8324438             376
   1044.239       1.094486      0.8115267             376
   1044.479       1.069337      0.8700159             376
   1044.720       1.090328      0.8596430             376
   1044.961       1.109969      0.7697774             376
   1045.201       1.084682      0.7794040             377
   1045.442       1.061327      0.7858087             377
   1045.683       1.123423      0.7800944             377
   1045.924      0.9914473      0.7423432             378
   1046.164       1.063337      0.7863005             377
   1046.406       1.031435      0.7861847             378
   1046.646       1.022342      0.8060088             378
   1046.887      0.9706724      0.8260319             379
   1047.129      0.9510846      0.8114062             380
   1047.369      0.9717889      0.7999106             379
   1047.611       1.045450      0.7972510             381
   1047.852       1.031406      0.8422389             381
   1048.094      0.9817773      0.8273673             382
   1048.335       1.028134      0.7959197             384
   1048.576       1.001023      0.7279903             384
   1048.818       1.039121      0.6735860             384
   1049.059       1.007303      0.8070132             384
   1049.301       1.000978      0.7661870             387
   1049.542      0.9873210      0.7619464             387
   1049.784      0.9944081      0.7106970             387
   1050.026       1.081412      0.7783897             387
   1050.267       1.079485      0.7768018             387
   1050.510       1.018672      0.8446764             388
   1050.751       1.017607      0.8035151             387
   1050.993       1.015844      0.7687914             391
   1051.235       1.005538      0.7877036             390
   1051.478      0.9797074      0.7995216             391
   1051.719       1.048213      0.7257779             392
   1051.961      0.9910412      0.8171021             393
   1052.204      0.9573788      0.8106726             393
   1052.446       1.031915      0.7912180             393
   1052.689       1.119722      0.6776599             394
   1052.931       1.098157      0.7423134             394
   1053.174       1.019082      0.8018768             394
   1053.416       1.075578      0.7827120             394
   1053.658       1.127349      0.8213116             395
   1053.901       1.094619      0.8506655             397
   1054.144       1.030680      0.7669998             397
   1054.387       1.014494      0.8478665             397
   1054.630       1.016630      0.8167385             397
   1054.873       1.005605      0.7624213             399
   1055.115       1.034559      0.7748253             399
   1055.358       1.037105      0.7837923             400
   1055.601       1.006125      0.7501823             401
   1055.844      0.9825738      0.8091267             402
   1056.088      0.9866701      0.8330353             403
   1056.331       1.003436      0.7274262             403
   1056.574      0.9999673      0.8269264             403
   1056.817       1.033177      0.8328321             403
