   750.0667      4.9323678E-02  0.7169182             518
   750.2397      3.2030262E-02  0.8129103             519
   750.4123      1.1327364E-02  0.7286881             521
   750.5853      2.9715270E-02  0.7869711             523
   750.7580      2.5839593E-02  0.6933510             528
   750.9307      8.9825392E-02  0.7263285             530
   751.1039      3.9619867E-02  0.7993093             533
   751.2766      2.8341668E-02  0.7747219             533
   751.4499     -1.4854871E-02  0.7426584             538
   751.6228      1.6318349E-03  0.7788472             539
   751.7961      3.5919212E-02  0.7121560             538
   751.9691     -1.1663316E-02  0.7623991             542
   752.1420     -6.1637592E-02  0.6924027             543
   752.3155      8.0150506E-03  0.7054026             548
   752.4885      5.3150412E-02  0.7576106             549
   752.6620      1.6854152E-02  0.7755604             554
   752.8352     -3.5866948E-03  0.7599085             556
   753.0088      1.1575106E-02  0.7512142             557
   753.1820      4.6912938E-02  0.6884556             559
   753.3553      3.2224931E-02  0.7544153             560
   753.5291      4.5961767E-02  0.6986797             563
   753.7024      6.2802032E-02  0.7486787             568
   753.8762      2.3261584E-02  0.7573437             569
   754.0496      9.6030170E-03  0.7013799             571
   754.2235      6.2454905E-02  0.7424452             574
   754.3970      3.6108069E-02  0.7650088             578
   754.5706      3.4205664E-02  0.8048280             581
   754.7445     -1.2551875E-02  0.7469062             585
   754.9182      1.0548604E-02  0.8636539             587
   755.0923      4.2581782E-04  0.8005635             588
   755.2660      2.7863180E-02  0.7778783             593
   755.4401     -6.0718609E-03  0.7315251             594
   755.6139      1.9660078E-02  0.7829611             596
   755.7877      2.1290155E-02  0.7117212             599
   755.9620     -8.9948094E-03  0.7700344             601
   756.1359      1.3523379E-02  0.8461787             601
   756.3103      4.8888788E-02  0.7848170             606
   756.4843      5.8359869E-02  0.7523345             608
   756.6588      2.8513927E-02  0.7608352             612
   756.8328      4.4596650E-02  0.7127373             613
   757.0070      7.3146850E-02  0.7700410             614
   757.1815      3.0415323E-02  0.6936288             614
   757.3557      1.6977679E-02  0.7404998             617
   757.5303      3.8301907E-02  0.8015719             620
   757.7046      1.8302999E-02  0.7181742             627
   757.8793      5.7095017E-02  0.7813751             629
   758.0536      2.8772462E-02  0.8295334             634
   758.2280     -1.0238322E-02  0.7253933             636
   758.4029      3.1079601E-02  0.6892099             641
   758.5774      8.2741380E-03  0.6989979             642
   758.7523      8.2392991E-03  0.7608284             645
   758.9269      6.1367564E-02  0.7708192             645
   759.1018      1.8922858E-02  0.7337503             646
   759.2765      1.1065220E-02  0.6901913             651
   759.4512     -2.8802897E-03  0.6979650             650
   759.6263      3.9305538E-02  0.7289423             654
   759.8010      1.6645322E-02  0.6973193             655
   759.9763     -2.7521772E-03  0.7179990             656
   760.1511      3.8589168E-02  0.6574010             659
   760.3264      1.7020408E-02  0.7349042             661
   760.5013     -2.9920001E-02  0.7121777             661
   760.6762      4.4729896E-03  0.7051476             663
   760.8516     -4.4118077E-03  0.7579924             664
   761.0267     -1.0945353E-03  0.7978079             665
   761.2021      1.2635256E-03  0.7771328             670
